Altium Designer Pick and Place Locations
C:\Users\khadija_pc\Desktop\PCB_design\ALTIUM Designer projects\28pins_project_V1I1\Project Outputs for 28pins_project_V1I1\Pick Place\Pick Place for 28pins_PCB(5V_3V3).txt

========================================================================================================================
File Design Information:

Date:       18/12/20
Time:       16:56
Revision:   Not in VersionControl
Variant:    5V/3V3
Units used: mm

Designator Comment                 Layer    Footprint                        Center-X(mm) Center-Y(mm) Rotation Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C32        100n                    TopLayer C0805                            2.2500       24.2250      0        "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C31        100n                    TopLayer C0805                            66.2250      16.7250      0        "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C30        100n                    TopLayer C0805                            2.2500       26.5500      0        "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C29        18p                     TopLayer C0805                            42.5704      23.0886      180      "Cap Ceramic 18pF 50V C0G 5% SMD 0805 125C Plastic T/R"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C28        18p                     TopLayer C0805                            38.8874      25.2476      180      "Cap Ceramic 18pF 50V C0G 5% SMD 0805 125C Plastic T/R"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C27        100n                    TopLayer C0805                            47.1424      9.6478       0        "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C26        100n                    TopLayer C0805                            43.3000      9.6500       360      "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
" "        "10µF / 16V"            TopLayer C0805                            43.3250      7.4000       360      "CERAMIC CAPACITOR, 10UF, 16V, X5R, 20%, 0805, FULL REEL; Product Range:C Series; Capacitance:10 F; Capacitance Tolerance: 20%; Dielectric Characteristic:X5R; Voltage Rating:16V; Ceramic Capacitor Case:0805 [2012 Metric]; MSL:- ;RoHS Compliant: Yes"                                                                                                                                                                                                                                                                                                                                                                  
C24        "10µF / 16V"            TopLayer C0805                            56.9250      34.6500      90       "CERAMIC CAPACITOR, 10UF, 16V, X5R, 20%, 0805, FULL REEL; Product Range:C Series; Capacitance:10 F; Capacitance Tolerance: 20%; Dielectric Characteristic:X5R; Voltage Rating:16V; Ceramic Capacitor Case:0805 [2012 Metric]; MSL:- ;RoHS Compliant: Yes"                                                                                                                                                                                                                                                                                                                                                                  
C23        100n                    TopLayer C0805                            38.3612      4.4654       180      "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C22        100n                    TopLayer C0805                            34.4678      4.2672       180      "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C21        100n                    TopLayer C0805                            42.2362      4.4654       180      "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C20        100n                    TopLayer C0805                            46.4058      23.1394      360      "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C19        "10µF / 16V"            TopLayer C0805                            42.7990      25.3492      360      "CERAMIC CAPACITOR, 10UF, 16V, X5R, 20%, 0805, FULL REEL; Product Range:C Series; Capacitance:10 F; Capacitance Tolerance: 20%; Dielectric Characteristic:X5R; Voltage Rating:16V; Ceramic Capacitor Case:0805 [2012 Metric]; MSL:- ;RoHS Compliant: Yes"                                                                                                                                                                                                                                                                                                                                                                  
C18        "10µF / 16V"            TopLayer C0805                            30.1244      47.0916      180      "CERAMIC CAPACITOR, 10UF, 16V, X5R, 20%, 0805, FULL REEL; Product Range:C Series; Capacitance:10 F; Capacitance Tolerance: 20%; Dielectric Characteristic:X5R; Voltage Rating:16V; Ceramic Capacitor Case:0805 [2012 Metric]; MSL:- ;RoHS Compliant: Yes"                                                                                                                                                                                                                                                                                                                                                                  
C17        "10µF / 16V"            TopLayer C0805                            10.2362      43.8404      180      "CERAMIC CAPACITOR, 10UF, 16V, X5R, 20%, 0805, FULL REEL; Product Range:C Series; Capacitance:10 F; Capacitance Tolerance: 20%; Dielectric Characteristic:X5R; Voltage Rating:16V; Ceramic Capacitor Case:0805 [2012 Metric]; MSL:- ;RoHS Compliant: Yes"                                                                                                                                                                                                                                                                                                                                                                  
C16        18p                     TopLayer C0805                            25.7302      36.3728      360      "Cap Ceramic 18pF 50V C0G 5% SMD 0805 125C Plastic T/R"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C15        18p                     TopLayer C0805                            26.2382      25.4508      0        "Cap Ceramic 18pF 50V C0G 5% SMD 0805 125C Plastic T/R"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C14        100n                    TopLayer C0805                            62.2500      38.1750      270      "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
